epoch,tr_loss,tr_acc,val_loss,val_acc1,val_acc5,time_s
1,3.9911,7.814,3.7277,11.14,35.59,44.9
2,3.3303,17.61,3.5436,16.05,42.99,43.3
3,2.8099,27.448,2.9249,26.44,58.5,43.3
4,2.4412,34.792,2.7734,29.52,62.19,43.5
5,2.1743,40.73,2.4537,36.18,68.78,43.5
6,1.9909,45.106,2.3442,39.21,73.01,43.5
7,1.8371,48.672,2.2721,40.53,73.41,43.5
8,1.7238,51.606,2.2712,42.19,74.63,43.5
9,1.6397,53.538,2.4306,40.57,72.67,43.5
10,1.5704,55.384,2.1462,44.0,74.95,43.6
11,1.5079,56.956,2.0677,45.95,77.59,43.5
12,1.4444,58.452,2.1296,46.64,77.03,43.4
13,1.4134,59.58,2.4572,40.84,73.32,43.5
14,1.372,60.522,1.9886,47.52,78.74,43.4
15,1.3401,61.694,1.8241,52.0,82.31,43.3
16,1.2985,62.464,2.1687,46.3,76.89,43.3
17,1.2717,62.918,2.0337,47.54,78.8,43.4
18,1.2369,64.038,2.2532,45.29,76.65,43.5
19,1.219,64.462,1.8309,50.76,81.27,43.3
20,1.1966,65.136,1.9578,49.74,79.49,43.5
21,1.1791,65.866,1.766,52.64,82.32,43.5
22,1.1538,66.328,1.9612,50.33,80.11,43.4
23,1.1478,66.774,2.126,47.22,78.32,43.6
24,1.116,67.208,1.7795,53.71,82.41,43.6
25,1.1138,67.516,2.1383,47.11,77.73,43.5
26,1.0895,67.914,2.3724,45.02,75.38,43.4
27,1.0781,68.45,1.719,54.72,83.86,43.3
28,1.0755,68.474,2.14,47.75,78.33,43.3
29,1.0582,69.132,1.7601,55.93,83.89,43.2
30,1.0396,69.316,2.0664,49.63,79.08,43.2
31,1.0276,69.7,1.7476,54.47,83.54,43.2
32,1.0385,69.486,1.7797,54.85,83.07,43.2
33,1.0208,69.818,1.8937,53.7,81.29,43.3
34,0.9983,70.558,1.7921,53.88,82.78,43.3
35,0.9902,70.766,1.7993,54.82,83.14,43.2
36,0.9982,70.65,1.7656,53.55,82.77,43.1
37,0.981,70.884,1.6727,56.29,84.23,43.3
38,0.9691,71.144,1.7944,53.56,82.82,43.3
39,0.9729,71.268,1.821,53.92,82.96,43.2
40,0.9478,71.87,1.5981,57.53,84.39,43.2
41,0.942,72.096,1.6503,56.75,84.99,43.3
42,0.93,72.31,1.7948,55.02,83.14,43.2
43,0.9361,72.138,1.8654,53.43,82.27,43.2
44,0.9114,73.09,1.6575,56.43,84.96,43.2
45,0.9098,73.028,1.5555,59.23,87.0,43.2
46,0.8955,73.244,2.0588,50.63,80.27,43.2
47,0.9084,72.906,1.7003,57.02,84.57,43.2
48,0.8946,73.476,1.6422,56.77,85.42,43.3
49,0.8834,73.604,1.6569,57.57,84.86,43.1
50,0.8809,73.784,1.8646,55.04,83.25,43.2
51,0.8754,73.87,1.9032,54.81,82.76,43.1
52,0.8669,74.35,1.6851,57.38,85.24,43.3
53,0.8661,74.064,1.5769,58.79,86.72,43.2
54,0.8586,74.24,1.931,54.74,82.43,43.2
55,0.8497,74.654,1.7526,56.65,84.55,43.2
56,0.8319,75.076,1.5612,58.57,85.82,43.3
57,0.8368,75.034,1.8074,55.57,83.19,43.2
58,0.8282,75.156,1.7085,55.68,83.71,43.0
59,0.8256,75.254,1.7887,55.89,83.66,43.1
60,0.8091,75.804,1.9843,52.47,81.47,43.1
61,0.8115,75.484,1.4769,61.24,87.22,43.4
62,0.8128,75.444,1.7537,56.07,84.66,43.3
63,0.7889,76.218,1.4883,60.62,87.39,43.3
64,0.7882,76.472,1.6661,58.33,85.03,43.1
65,0.7898,76.29,2.24,51.18,78.88,43.3
66,0.7756,76.72,1.986,53.57,81.25,43.1
67,0.7728,76.604,1.6363,58.29,84.99,43.2
68,0.756,77.18,1.6325,59.6,85.71,43.2
69,0.7592,77.278,1.8046,56.27,84.47,43.5
70,0.7527,77.266,1.7358,57.61,84.45,43.1
71,0.7435,77.658,1.6833,58.32,85.22,43.2
72,0.7454,77.524,2.0215,53.27,82.29,43.1
73,0.7362,77.832,1.696,57.66,85.29,43.3
74,0.7278,77.882,1.9185,54.47,83.28,43.2
75,0.7205,78.142,1.4816,62.11,87.36,43.1
76,0.7252,78.088,1.6489,58.66,85.25,43.1
77,0.7124,78.406,1.5717,59.96,86.32,43.1
78,0.7006,78.922,1.5138,61.99,87.27,43.3
79,0.6924,78.996,1.4986,61.48,87.46,43.4
80,0.7007,78.784,1.6213,58.75,85.85,43.3
81,0.6806,79.578,1.5873,60.56,87.4,43.2
82,0.6781,79.508,1.4986,61.32,87.5,43.4
83,0.6644,79.922,1.9169,56.78,83.7,43.3
84,0.6681,79.81,1.8021,55.89,84.28,43.2
85,0.6595,79.988,1.655,59.7,86.29,43.2
86,0.6576,79.934,1.483,62.43,88.18,43.1
87,0.6421,80.32,1.7607,57.43,84.58,43.2
88,0.6423,80.36,1.5662,62.1,87.19,43.1
89,0.6286,80.856,1.76,58.48,85.72,43.4
90,0.6166,81.078,2.201,53.71,82.16,43.0
91,0.6159,81.182,1.4383,62.88,88.17,43.1
92,0.6107,81.486,1.5333,61.26,87.67,43.4
93,0.6073,81.426,1.4685,63.32,88.25,43.2
94,0.5936,81.878,1.5357,62.19,87.44,43.1
95,0.5834,82.012,1.6488,60.14,85.52,43.3
96,0.5802,82.258,1.5293,62.66,87.23,43.1
97,0.572,82.514,1.8506,57.74,84.48,43.2
98,0.5672,82.566,1.5376,61.86,86.48,43.1
99,0.561,82.772,1.5906,61.99,87.8,43.0
100,0.5544,83.15,1.4844,63.51,87.8,43.1
101,0.5339,83.808,1.6768,61.08,86.58,43.1
102,0.5404,83.508,1.5712,61.71,87.12,43.3
103,0.5218,84.096,1.5272,62.25,87.45,43.0
104,0.5148,84.326,1.49,63.17,88.04,43.4
105,0.5123,84.272,1.522,63.8,87.78,43.1
106,0.5049,84.328,1.4894,63.06,88.19,43.3
107,0.51,84.288,1.7181,59.88,85.84,43.2
108,0.4878,85.128,1.5404,62.74,87.71,43.2
109,0.4844,85.158,1.5788,62.18,87.96,43.1
110,0.4747,85.434,1.5231,63.12,88.24,43.2
111,0.4679,85.662,1.5219,64.05,87.87,43.3
112,0.4666,85.68,1.5396,62.11,87.42,43.3
113,0.4422,86.372,1.4158,65.27,89.13,43.1
114,0.4369,86.764,1.5883,62.04,86.72,43.3
115,0.4183,87.14,1.4253,64.85,89.27,43.3
116,0.4274,86.872,1.5715,61.93,87.37,43.2
117,0.4175,87.266,1.442,65.01,88.92,43.2
118,0.4043,87.672,1.4695,64.03,88.37,43.3
119,0.3925,87.926,1.6385,61.34,85.85,43.2
120,0.4044,87.436,1.5285,62.77,87.68,43.1
121,0.3792,88.414,1.4473,65.39,88.49,43.3
122,0.3718,88.726,1.4327,65.41,89.24,43.2
123,0.357,89.142,1.4199,65.52,88.97,43.2
124,0.3515,89.41,1.5019,64.41,88.85,43.2
125,0.349,89.358,1.4632,65.1,89.22,43.4
126,0.3428,89.63,1.3841,66.26,89.8,43.5
127,0.3304,89.976,1.3745,66.35,89.78,43.2
128,0.3179,90.442,1.4733,65.37,89.14,43.4
129,0.3102,90.658,1.4714,65.4,89.16,43.3
130,0.3048,90.716,1.4233,66.39,89.86,43.3
131,0.2903,91.396,1.4367,66.72,89.15,43.3
132,0.2831,91.666,1.3707,67.9,90.17,43.4
133,0.273,92.066,1.4079,66.54,89.44,43.3
134,0.2675,92.02,1.4716,66.14,88.81,43.3
135,0.264,92.166,1.3554,67.25,90.16,43.2
136,0.2489,92.668,1.4754,66.56,89.29,43.2
137,0.2341,93.072,1.3506,67.63,90.27,43.3
138,0.2343,93.256,1.4633,66.72,89.71,43.3
139,0.2243,93.49,1.3509,68.64,90.64,43.3
140,0.2113,94.008,1.3388,68.99,90.52,43.4
141,0.1996,94.298,1.4133,67.18,89.8,43.3
142,0.1978,94.458,1.3796,68.69,90.64,43.1
143,0.1873,94.74,1.3308,69.25,90.85,43.2
144,0.1825,94.896,1.3706,68.48,90.14,43.1
145,0.1646,95.55,1.276,69.65,91.21,43.1
146,0.1602,95.816,1.3063,69.69,91.09,43.3
147,0.1423,96.354,1.3248,69.34,91.1,43.2
148,0.133,96.756,1.2832,70.05,90.89,43.1
149,0.1314,96.656,1.289,70.36,91.19,43.3
150,0.1219,97.008,1.2895,70.14,91.2,43.3
151,0.1156,97.308,1.3239,70.27,90.78,43.2
152,0.1106,97.456,1.2701,70.53,91.37,43.3
153,0.0983,97.846,1.2617,71.44,91.48,43.2
154,0.093,98.082,1.2864,70.99,91.53,43.3
155,0.088,98.214,1.2486,71.16,91.43,43.3
156,0.0831,98.328,1.2209,72.13,91.68,43.5
157,0.0769,98.588,1.2711,71.31,91.55,43.3
158,0.0702,98.714,1.2364,71.43,91.48,43.5
159,0.0659,98.856,1.215,72.16,91.65,43.4
160,0.0624,98.962,1.2038,72.29,92.0,43.3
161,0.0574,99.092,1.193,72.69,91.86,43.3
162,0.0555,99.136,1.2037,72.74,91.58,43.3
163,0.0521,99.282,1.2226,72.31,91.81,43.2
164,0.0484,99.34,1.1971,72.69,92.02,43.2
165,0.0443,99.474,1.1915,72.5,92.0,43.1
166,0.0442,99.486,1.1821,72.7,91.96,43.3
167,0.0409,99.558,1.1702,73.0,92.07,43.2
168,0.0385,99.612,1.1874,72.59,91.99,43.2
169,0.0353,99.684,1.1648,73.21,92.13,43.2
170,0.0341,99.686,1.1655,73.43,92.0,43.4
171,0.0325,99.72,1.1638,73.22,92.13,43.4
172,0.0311,99.76,1.1603,73.16,92.19,43.2
173,0.0298,99.808,1.169,73.17,92.13,43.2
174,0.0301,99.77,1.1467,73.32,92.13,43.3
175,0.0282,99.826,1.1551,73.09,91.98,43.3
176,0.0278,99.836,1.1559,73.44,92.08,43.3
177,0.0267,99.84,1.1492,73.55,92.05,43.4
178,0.0263,99.868,1.1438,73.51,92.14,43.3
179,0.0253,99.874,1.1379,73.7,92.02,43.4
180,0.0245,99.878,1.144,73.81,92.23,43.4
181,0.0246,99.858,1.1372,73.78,92.19,43.4
182,0.0242,99.882,1.1412,73.66,91.99,43.3
183,0.0235,99.918,1.1368,73.77,92.14,43.5
184,0.0229,99.91,1.1353,73.8,92.17,43.4
185,0.0228,99.902,1.1434,73.44,92.06,43.2
186,0.0223,99.892,1.1361,73.73,92.15,43.3
187,0.0227,99.894,1.1353,73.72,92.17,43.3
188,0.0219,99.908,1.1426,73.58,92.07,43.4
189,0.0221,99.874,1.1377,73.63,92.21,43.3
190,0.0219,99.918,1.1367,74.01,92.1,43.6
191,0.0215,99.918,1.1395,73.78,92.1,43.6
192,0.0213,99.926,1.1353,73.82,92.06,43.6
193,0.0216,99.926,1.1363,73.79,92.2,43.4
194,0.0214,99.918,1.135,73.86,92.16,43.6
195,0.0214,99.912,1.1383,73.67,92.11,43.4
196,0.0218,99.894,1.1355,73.83,92.14,43.4
197,0.0214,99.92,1.135,73.83,92.19,43.5
198,0.0217,99.91,1.1375,73.86,92.12,43.3
199,0.0208,99.934,1.1344,73.75,92.2,43.2
200,0.0212,99.924,1.137,73.75,92.17,43.4
